CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,Revenue_Per_Month,Tenure_Group,Charge_Group,Cluster,Customer Segment,Predicted_Churn_Probability
7341-LXCAF,Berkeley,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.65,301.4,Yes,1,87,4013,Product dissatisfaction,60.28,0-1 Year,High,1,Loyal Customers,0.780472
1569-TTNYJ,Richmond,Male,No,Yes,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,78.75,412.1,Yes,1,72,3401,Don't know,68.68333333333334,0-1 Year,High,2,At Risk Customers,0.7903108
2397-BRLOM,San Rafael,Male,Yes,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),80.45,583.45,Yes,1,100,3443,Don't know,64.82777777777778,0-1 Year,High,2,At Risk Customers,0.7080361
7938-OUHIO,Mill Valley,Male,No,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.7,293.65,Yes,1,72,3916,Attitude of service provider,73.4125,0-1 Year,Very High,2,At Risk Customers,0.7438007
8510-AWCXC,Novato,Female,Yes,No,No,13,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,1308.1,Yes,1,65,3269,Attitude of support person,93.43571428571428,1-2 Years,Very High,2,At Risk Customers,0.75531226
3387-VATUS,Aromas,Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.85,462.8,Yes,1,69,5701,Attitude of service provider,77.13333333333334,0-1 Year,Very High,1,Loyal Customers,0.8289552
1143-NMNQJ,Boulder Creek,Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.7,169.8,Yes,1,95,2187,Attitude of service provider,56.6,0-1 Year,High,2,At Risk Customers,0.84141165
1724-BQUHA,Los Gatos,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,477.7,Yes,1,66,2718,Attitude of support person,79.61666666666666,0-1 Year,High,2,At Risk Customers,0.73904306
4826-XTSOH,Moss Landing,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.05,86.05,Yes,1,96,4843,Attitude of support person,43.025,0-1 Year,High,1,Loyal Customers,0.9144367
6857-VWJDT,Santa Cruz,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,95.65,95.65,Yes,1,87,3473,Attitude of service provider,47.825,0-1 Year,Very High,2,At Risk Customers,0.8647317
2691-NZETQ,San Jose,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.35,758.6,Yes,1,89,2752,Competitor offered higher download speeds,75.86,0-1 Year,High,2,At Risk Customers,0.76623774
7295-JOMMD,San Jose,Female,No,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.1,396.3,Yes,1,87,2895,Competitor made better offer,79.26,0-1 Year,Very High,2,At Risk Customers,0.79746354
6023-YEBUP,Stockton,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.95,329.95,Yes,1,81,5351,Competitor offered higher download speeds,82.4875,0-1 Year,Very High,1,Loyal Customers,0.86311984
7209-JCUDS,Stockton,Male,No,No,No,10,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.9,1048.85,Yes,1,83,2832,Competitor offered higher download speeds,95.35,0-1 Year,Very High,2,At Risk Customers,0.75568146
4102-OQUPX,Sheep Ranch,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.4,74.4,Yes,1,91,5429,Competitor made better offer,37.2,0-1 Year,High,1,Loyal Customers,0.8932971
2454-RPBRZ,Catheys Valley,Female,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,98.1,1060.2,Yes,1,97,2709,Service dissatisfaction,81.55384615384615,0-1 Year,Very High,2,At Risk Customers,0.89321786
2265-CYWIV,Hickman,Female,Yes,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.6,347.65,Yes,1,77,4708,Network reliability,69.53,0-1 Year,Very High,1,Loyal Customers,0.90078914
2004-OCQXK,Merced,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.95,81.95,Yes,1,85,5622,Limited range of services,40.975,0-1 Year,High,1,Loyal Customers,0.89037824
2672-HUYVI,Newman,Female,No,No,No,6,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.1,455.3,Yes,1,68,2266,Long distance charges,65.04285714285714,0-1 Year,Very High,2,At Risk Customers,0.73183835
7508-MYBOG,Patterson,Male,No,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,86.1,1235.55,Yes,1,89,2177,Extra data charges,82.36999999999999,1-2 Years,High,2,At Risk Customers,0.7837256
7409-KIUTL,Westley,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.0,71.0,Yes,1,72,5345,Don't know,35.5,0-1 Year,High,1,Loyal Customers,0.84630054
0495-RVCBF,Santa Rosa,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.7,79.7,Yes,1,75,2066,Don't know,39.85,0-1 Year,High,2,At Risk Customers,0.8907417
0679-IDSTG,Branscomb,Female,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.25,69.25,Yes,1,87,4568,Price too high,34.625,0-1 Year,Medium,1,Loyal Customers,0.88381445
7780-OTDSO,Covelo,Male,No,Yes,No,18,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.4,1742.95,Yes,1,86,2421,Lack of self-service on Website,91.7342105263158,1-2 Years,Very High,2,At Risk Customers,0.7911472
9747-DDZOS,Eldridge,Female,No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),73.5,73.5,Yes,1,74,4378,Network reliability,36.75,0-1 Year,High,1,Loyal Customers,0.70363706
0564-JJHGS,Guerneville,Male,No,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.5,829.1,Yes,1,90,5007,Limited range of services,82.91,0-1 Year,Very High,1,Loyal Customers,0.80426025
2845-AFFTX,Westport,Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.8,4259.3,Yes,1,76,4726,Product dissatisfaction,101.41190476190476,2-4 Years,Very High,0,Champions,0.7477544
2249-YPRNG,The Sea Ranch,Female,No,Yes,No,20,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.85,2239.65,Yes,1,84,4223,Service dissatisfaction,106.65,1-2 Years,Very High,1,Loyal Customers,0.70673287
4626-GYCZP,Eureka,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,635.6,Yes,1,79,3506,Network reliability,79.45,0-1 Year,Very High,2,At Risk Customers,0.82217276
5590-BYNII,Bayside,Male,No,No,No,22,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.75,2095.0,Yes,1,98,4152,Don't know,91.08695652173913,1-2 Years,Very High,2,At Risk Customers,0.71585184
7613-LLQFO,Amador City,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.45,1059.55,Yes,1,100,3330,Limited range of services,81.50384615384615,0-1 Year,High,2,At Risk Customers,0.7781765
3801-HMYNL,Brooks,Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,89.15,89.15,Yes,1,68,3123,Long distance charges,44.575,0-1 Year,High,2,At Risk Customers,0.8224493
6127-ISGTU,Garden Valley,Female,No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,84.95,1378.25,Yes,1,67,3075,Lack of self-service on Website,81.07352941176471,1-2 Years,High,2,At Risk Customers,0.7086003
1761-AEZZR,Guinda,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.55,79.55,Yes,1,72,5593,Don't know,39.775,0-1 Year,High,1,Loyal Customers,0.8871932
7120-RFMVS,Isleton,Male,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.5,84.5,Yes,1,73,4340,Price too high,42.25,0-1 Year,High,1,Loyal Customers,0.85193545
5277-ZLOOR,Applegate,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,1,86,5512,Network reliability,62.48333333333333,0-1 Year,High,1,Loyal Customers,0.83905405
5052-PNLOS,Echo Lake,Male,No,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,1,65,3662,Don't know,80.8125,0-1 Year,Very High,2,At Risk Customers,0.8076893
6979-ZNSFF,Pollock Pines,Female,No,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,1,69,2545,Price too high,84.67777777777778,0-1 Year,High,2,At Risk Customers,0.7829867
4822-NGOCH,Sacramento,Female,No,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,1,74,5801,Long distance charges,75.61428571428571,1-2 Years,High,1,Loyal Customers,0.82102245
5649-ANRML,Clipper Mills,Male,Yes,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,1,90,4486,Don't know,60.083333333333336,0-1 Year,Very High,1,Loyal Customers,0.717492
4236-XPXAV,Dunnigan,Female,No,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,1,74,2283,Moved,77.50833333333334,0-1 Year,Very High,2,At Risk Customers,0.81273997
8149-RSOUN,Dorris,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,1,78,3014,Competitor offered more data,46.925,0-1 Year,Very High,2,At Risk Customers,0.9182263
5519-NPHVG,Klamath River,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.2,1046.1,Yes,1,73,3975,Price too high,80.46923076923076,0-1 Year,Very High,2,At Risk Customers,0.806433
7779-LGOVN,Paskenta,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,86.65,856.65,Yes,1,84,4990,Limited range of services,77.87727272727273,0-1 Year,High,1,Loyal Customers,0.76531106
3902-FOIGH,Doyle,Male,Yes,Yes,No,12,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.35,1218.55,Yes,1,68,3967,Product dissatisfaction,93.73461538461538,0-1 Year,Very High,2,At Risk Customers,0.8301178
6772-KSATR,Eagleville,Male,No,No,No,1,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,81.7,81.7,Yes,1,83,5574,Service dissatisfaction,40.85,0-1 Year,High,1,Loyal Customers,0.8391038
1086-LXKFY,Westwood,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,69.1,69.1,Yes,1,92,4779,Don't know,34.55,0-1 Year,Medium,1,Loyal Customers,0.81368285
2636-ALXXZ,Tahoe Vista,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.6,69.6,Yes,1,74,2151,Poor expertise of online support,34.8,0-1 Year,Medium,2,At Risk Customers,0.84489775
9885-CSMWE,Los Angeles,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.45,78.45,Yes,1,67,2139,Product dissatisfaction,39.225,0-1 Year,High,2,At Risk Customers,0.84103954
8058-JMEQO,Los Angeles,Female,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.45,762.5,Yes,1,95,3543,Network reliability,76.25,0-1 Year,High,2,At Risk Customers,0.76798457
0697-ZMSWS,Los Angeles,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.65,338.9,Yes,1,87,2330,Limited range of services,67.78,0-1 Year,High,2,At Risk Customers,0.7632778
6015-VVHHE,Los Angeles,Female,Yes,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),83.15,446.05,Yes,1,96,2516,Service dissatisfaction,74.34166666666667,0-1 Year,High,2,At Risk Customers,0.7496685
0897-FEGMU,Los Angeles,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,99.5,1056.95,Yes,1,84,5286,Network reliability,88.07916666666667,0-1 Year,Very High,1,Loyal Customers,0.90988547
9124-LHCJQ,Los Angeles,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.45,85.45,Yes,1,100,2318,Price too high,42.725,0-1 Year,High,2,At Risk Customers,0.89748883
5519-YLDGW,Los Angeles,Female,No,Yes,No,21,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,103.9,2254.2,Yes,1,91,3769,Limited range of services,102.46363636363635,1-2 Years,Very High,2,At Risk Customers,0.7701645
2516-VQRRV,Culver City,Female,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.45,158.4,Yes,1,65,3350,Long distance charges,52.8,0-1 Year,High,2,At Risk Customers,0.70945036
5178-LMXOP,Gardena,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.1,95.1,Yes,1,70,5795,Price too high,47.55,0-1 Year,Very High,1,Loyal Customers,0.8360376
8185-UPYBR,Hermosa Beach,Male,No,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,438.0,Yes,1,88,5838,Product dissatisfaction,62.57142857142857,0-1 Year,High,1,Loyal Customers,0.77905
7526-BEZQB,Lawndale,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.05,1148.1,Yes,1,89,2577,Lack of self-service on Website,88.3153846153846,0-1 Year,Very High,2,At Risk Customers,0.8458605
4951-UKAAQ,Inglewood,Female,No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,88.95,355.2,Yes,1,72,5948,Network reliability,71.03999999999999,0-1 Year,High,1,Loyal Customers,0.7868821
4112-LUEIZ,La Palma,Male,No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,89.5,863.1,Yes,1,84,4206,Lack of self-service on Website,78.46363636363637,0-1 Year,High,1,Loyal Customers,0.7090338
4510-HIMLV,La Habra,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.8,69.8,Yes,1,90,4154,Network reliability,34.9,0-1 Year,Medium,1,Loyal Customers,0.85764843
2430-USGXP,Santa Fe Springs,Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.05,2391.8,Yes,1,66,4766,Lack of affordable download/upload speed,95.672,1-2 Years,Very High,1,Loyal Customers,0.75531876
5955-ERIHD,Lakewood,Male,No,Yes,No,18,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,1687.95,Yes,1,72,2206,Long distance charges,88.83947368421053,1-2 Years,Very High,2,At Risk Customers,0.72193986
7274-RTAPZ,Long Beach,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,90.55,90.55,Yes,1,89,3898,Product dissatisfaction,45.275,0-1 Year,Very High,1,Loyal Customers,0.8880844
3834-XUIFC,Long Beach,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,85.2,602.55,Yes,1,86,3905,Lack of self-service on Website,75.31875,0-1 Year,High,2,At Risk Customers,0.76173437
8414-MYSHR,Arcadia,Male,Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,91.4,449.75,Yes,1,78,2834,Network reliability,74.95833333333333,0-1 Year,Very High,2,At Risk Customers,0.73904306
5569-KGJHX,Canoga Park,Female,No,Yes,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),85.35,754.65,Yes,1,95,2445,Service dissatisfaction,75.465,0-1 Year,High,2,At Risk Customers,0.7775303
4988-IQIGL,Canoga Park,Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.35,75.35,Yes,1,92,4403,Lack of self-service on Website,37.675,0-1 Year,High,1,Loyal Customers,0.87679344
3746-EUBYR,Panorama City,Male,No,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),74.6,74.6,Yes,1,75,5861,Service dissatisfaction,37.3,0-1 Year,High,1,Loyal Customers,0.8372572
7594-RQHXR,Covina,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.6,79.6,Yes,1,94,3108,Deceased,39.8,0-1 Year,High,2,At Risk Customers,0.8974819
1624-NALOJ,La Puente,Male,Yes,No,No,5,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,502.6,Yes,1,88,2960,Moved,83.76666666666667,0-1 Year,High,2,At Risk Customers,0.8267502
4317-VTEOA,Rowland Heights,Male,No,No,No,1,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,50.75,50.75,Yes,1,93,5355,Competitor had better devices,25.375,0-1 Year,Medium,1,Loyal Customers,0.7049186
6210-KBBPI,West Covina,Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),99.45,919.4,Yes,1,93,2313,Competitor had better devices,91.94,0-1 Year,Very High,2,At Risk Customers,0.8179499
6128-CZOMY,Alpine,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.65,45.65,Yes,1,78,4689,Competitor offered higher download speeds,22.825,0-1 Year,Medium,1,Loyal Customers,0.7089354
2612-RANWT,Mount Laguna,Female,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),100.15,1164.3,Yes,1,96,3682,Price too high,89.56153846153846,0-1 Year,Very High,2,At Risk Customers,0.8438585
8816-VXNZD,Coronado,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,75.1,75.1,Yes,1,83,4335,Lack of self-service on Website,37.55,0-1 Year,High,1,Loyal Customers,0.8758051
7825-GKXMW,San Diego,Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Electronic check,45.8,45.8,Yes,1,78,5973,Don't know,22.9,0-1 Year,Medium,1,Loyal Customers,0.75281614
4433-JCGCG,San Diego,Male,Yes,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4680.05,Yes,1,88,2436,Poor expertise of phone support,99.57553191489362,2-4 Years,Very High,0,Champions,0.7536975
3716-BDVDB,San Diego,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.1,69.1,Yes,1,82,5795,Competitor had better devices,34.55,0-1 Year,Medium,1,Loyal Customers,0.9317938
9488-HGMJH,Indian Wells,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.15,71.15,Yes,1,85,5287,Competitor made better offer,35.575,0-1 Year,High,1,Loyal Customers,0.84630054
6688-UZPWD,Palm Springs,Female,No,Yes,No,11,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,102.0,1145.35,Yes,1,88,5750,Competitor offered more data,95.44583333333333,0-1 Year,Very High,1,Loyal Customers,0.9135306
0968-GSIKN,Thousand Palms,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.8,70.8,Yes,1,73,3901,Competitor made better offer,35.4,0-1 Year,High,1,Loyal Customers,0.77276856
9057-SIHCH,Twentynine Palms,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,96.6,291.9,Yes,1,72,3260,Price too high,72.975,0-1 Year,Very High,2,At Risk Customers,0.84730446
2645-QTLMB,Bloomington,Male,No,No,No,7,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.25,669.0,Yes,1,99,5267,Network reliability,83.625,0-1 Year,Very High,1,Loyal Customers,0.7277452
4806-HIPDW,Calimesa,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,68.95,68.95,Yes,1,75,5644,Limited range of services,34.475,0-1 Year,Medium,1,Loyal Customers,0.87798357
4424-TKOPW,Crestline,Male,Yes,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,196.75,Yes,1,70,4998,Lack of affordable download/upload speed,65.58333333333333,0-1 Year,Very High,1,Loyal Customers,0.87538284
8443-ZRDBZ,Fontana,Male,No,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.05,318.9,Yes,1,75,3685,Long distance charges,63.78,0-1 Year,High,2,At Risk Customers,0.7319658
7479-NITWS,Green Valley Lake,Male,No,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.35,631.85,Yes,1,91,4154,Price too high,78.98125,0-1 Year,High,1,Loyal Customers,0.797081
2959-MJHIC,Hinkley,Male,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.35,307.4,Yes,1,65,4167,Product dissatisfaction,61.48,0-1 Year,High,1,Loyal Customers,0.7630461
5960-WPXQM,Newberry Springs,Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.05,79.05,Yes,1,80,3555,Lack of self-service on Website,39.525,0-1 Year,High,2,At Risk Customers,0.87723345
0684-AOSIH,Oro Grande,Male,No,Yes,No,1,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.0,95.0,Yes,1,82,4489,Network reliability,47.5,0-1 Year,Very High,1,Loyal Customers,0.89429826
8337-UPOAQ,Wrightwood,Male,Yes,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.8,914.3,Yes,1,76,5124,Competitor made better offer,83.11818181818181,0-1 Year,High,1,Loyal Customers,0.7828444
8644-XLFBW,Lake Elsinore,Male,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,1,84,5674,Competitor offered more data,35.825,0-1 Year,High,1,Loyal Customers,0.82066196
8625-AZYZY,Anza,Male,No,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.65,2542.45,Yes,1,72,4734,Competitor made better offer,101.698,1-2 Years,Very High,1,Loyal Customers,0.75483996
9306-CPCBC,Moreno Valley,Female,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.25,210.3,Yes,1,94,3207,Competitor made better offer,52.575,0-1 Year,High,2,At Risk Customers,0.74872655
1833-VGRUM,Perris,Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.2,74.2,Yes,1,71,4684,Price too high,37.1,0-1 Year,High,1,Loyal Customers,0.8931297
8374-XGEJJ,Temecula,Male,Yes,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.0,4388.4,Yes,1,87,3123,Product dissatisfaction,99.73636363636363,2-4 Years,Very High,0,Champions,0.76721394
2656-TABEH,Temecula,Male,No,Yes,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,100.2,420.2,Yes,1,82,2650,Service dissatisfaction,84.03999999999999,0-1 Year,Very High,2,At Risk Customers,0.91410667
0812-WUPTB,Corona Del Mar,Male,Yes,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,70.85,70.85,Yes,1,69,3022,Long distance charges,35.425,0-1 Year,High,2,At Risk Customers,0.757285
5299-SJCZT,Ladera Ranch,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),101.55,298.35,Yes,1,73,4480,Network reliability,74.5875,0-1 Year,Very High,1,Loyal Customers,0.85548425
6086-ESGRL,Brea,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),80.15,80.15,Yes,1,72,3947,Attitude of support person,40.075,0-1 Year,High,1,Loyal Customers,0.813725
6372-RFVNS,Placentia,Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,78.8,78.8,Yes,1,87,5075,Attitude of service provider,39.4,0-1 Year,High,1,Loyal Customers,0.8607518
